Product,SalesAmount,ORDERDATE,PRODUCTCODE
10262,6567.96,6/24/2004 0:00,S18_1662
10274,6724,7/21/2004 0:00,S18_1662
10284,5747.85,8/21/2004 0:00,S18_1662
10296,5676.84,9/15/2004 0:00,S18_1662
10307,7379.97,10/14/2004 0:00,S18_1662
10316,3704.13,11-01-2004 00:00,S18_1662
10327,2804.75,11-10-2004 00:00,S18_1662
10338,5624.79,11/22/2004 0:00,S18_1662
10351,3881.28,12-03-2004 00:00,S18_1662
10373,1611.4,1/31/2005 0:00,S18_1662
10386,1364.25,03-01-2005 00:00,S18_1662
10398,4215.09,3/30/2005 0:00,S18_1662
10400,6433.82,04-01-2005 00:00,S18_1662
10416,4352.16,05-10-2005 00:00,S18_1662
10100,5151,01-06-2003 00:00,S18_1749
10110,6069,3/18/2003 0:00,S18_1749
10124,2856,5/21/2003 0:00,S18_1749
10149,5375.4,09-12-2003 00:00,S18_1749
10162,5176.5,10/18/2003 0:00,S18_1749
10173,3508.8,11-05-2003 00:00,S18_1749
10182,7554.8,11-12-2003 00:00,S18_1749
10193,3141.6,11/21/2003 0:00,S18_1749
10204,5890.5,12-02-2003 00:00,S18_1749
10214,5967,1/26/2004 0:00,S18_1749
10227,3712.8,03-02-2004 00:00,S18_1749
10241,7597.3,4/13/2004 0:00,S18_1749
10280,3668.6,8/17/2004 0:00,S18_1749
10288,5875.2,09-01-2004 00:00,S18_1749
10302,7310,10-06-2003 00:00,S18_1749
10312,8078.4,10/21/2004 0:00,S18_1749
10331,3257.76,11/17/2004 0:00,S18_1749
10344,7650,11/25/2004 0:00,S18_1749
10367,4703.81,01-12-2005 00:00,S18_1749
10379,5399.55,02-10-2005 00:00,S18_1749
10407,14082.8,4/22/2005 0:00,S18_1749
10420,5283.6,5/29/2005 0:00,S18_1749
10108,3130.82,03-03-2003 00:00,S18_1889
10122,3112.34,05-08-2003 00:00,S18_1889
10135,3806.88,07-02-2003 00:00,S18_1889
10147,2142.14,09-05-2003 00:00,S18_1889
10160,3364.9,10-11-2003 00:00,S18_1889
10170,1262.8,11-04-2003 00:00,S18_1889
10181,1626.24,11-12-2003 00:00,S18_1889
10192,4088.7,11/20/2003 0:00,S18_1889
10203,3846.15,12-02-2003 00:00,S18_1889
10212,1339.8,1/16/2004 0:00,S18_1889
10225,3039.96,2/22/2004 0:00,S18_1889
10239,3400.32,04-12-2004 00:00,S18_1889
10253,1930.39,06-01-2004 00:00,S18_1889
10266,2464.77,07-06-2004 00:00,S18_1889
10278,2634.94,08-06-2004 00:00,S18_1889
10287,3625.16,8/30/2004 0:00,S18_1889
10300,3788.4,10-04-2003 00:00,S18_1889
10310,1832.6,10/16/2004 0:00,S18_1889
10321,2905.98,11-04-2004 00:00,S18_1889
10329,2954.81,11/15/2004 0:00,S18_1889
10342,3599.75,11/24/2004 0:00,S18_1889
10363,3686.54,01-06-2005 00:00,S18_1889
10377,2100.56,02-09-2005 00:00,S18_1889
10389,3881.78,03-03-2005 00:00,S18_1889
10405,4509.12,4/14/2005 0:00,S18_1889
10419,3273.27,5/17/2005 0:00,S18_1889
10109,4432.7,03-10-2003 00:00,S18_1984
10122,4100.99,05-08-2003 00:00,S18_1984
10136,5274.72,07-04-2003 00:00,S18_1984
10148,4232,09-11-2003 00:00,S18_1984
10161,6145.44,10/17/2003 0:00,S18_1984
10171,4680.2,11-05-2003 00:00,S18_1984
10181,3286.08,11-12-2003 00:00,S18_1984
10192,7421.3,11/20/2003 0:00,S18_1984
10204,6432.64,12-02-2003 00:00,S18_1984
10212,4840.87,1/16/2004 0:00,S18_1984
10226,3892.08,2/26/2004 0:00,S18_1984
10240,5526.32,4/13/2004 0:00,S18_1984
10253,4459.62,06-01-2004 00:00,S18_1984
10266,6203.4,07-06-2004 00:00,S18_1984
10278,3754.05,08-06-2004 00:00,S18_1984
10287,3516.48,8/30/2004 0:00,S18_1984
10301,7488.04,10-05-2003 00:00,S18_1984
10310,3448.08,10/16/2004 0:00,S18_1984
10321,3734,11-04-2004 00:00,S18_1984
10331,974.1,11/17/2004 0:00,S18_1984
10342,3160.74,11/24/2004 0:00,S18_1984
10356,1746.63,12-09-2004 00:00,S18_1984
10366,4207.84,01-10-2005 00:00,S18_1984
10377,4352.76,02-09-2005 00:00,S18_1984
10390,1463.7,03-04-2005 00:00,S18_1984
10406,7169.28,4/15/2005 0:00,S18_1984
10419,4594.76,5/17/2005 0:00,S18_1984
10104,3457.92,1/31/2003 0:00,S18_2238
10115,7381.16,04-04-2003 00:00,S18_2238
10127,7146.9,06-03-2003 00:00,S18_2238
10141,5938.53,08-01-2003 00:00,S18_2238
10151,7110.91,9/21/2003 0:00,S18_2238
10165,5032.95,10/22/2003 0:00,S18_2238
10176,3667.6,11-06-2003 00:00,S18_2238
10184,7381.16,11/14/2003 0:00,S18_2238
10195,5128.11,11/25/2003 0:00,S18_2238
10207,7060.24,12-09-2003 00:00,S18_2238
10219,8448.64,02-10-2004 00:00,S18_2238
10230,7300.51,3/15/2004 0:00,S18_2238
10246,6549.2,05-05-2004 00:00,S18_2238
10259,5697.9,6/15/2004 0:00,S18_2238
10271,9169,7/20/2004 0:00,S18_2238
10282,3238.63,8/20/2004 0:00,S18_2238
10292,4554.94,09-08-2004 00:00,S18_2238
10305,3934.44,10/13/2004 0:00,S18_2238
10314,5776.26,10/22/2004 0:00,S18_2238
10324,7207.45,11-05-2004 00:00,S18_2238
10336,7460.74,11/20/2004 0:00,S18_2238
10349,6719.54,12-01-2004 00:00,S18_2238
10358,2428,12-10-2004 00:00,S18_2238
10371,2602.25,1/23/2005 0:00,S18_2238
10382,2200,2/17/2005 0:00,S18_2238
10412,6712.93,05-03-2005 00:00,S18_2238
10425,5318.04,5/31/2005 0:00,S18_2238
10100,3390,01-06-2003 00:00,S18_2248
10110,1608,3/18/2003 0:00,S18_2248
10124,2262.96,5/21/2003 0:00,S18_2248
10149,1496.64,09-12-2003 00:00,S18_2248
10162,1879.74,10/18/2003 0:00,S18_2248
10173,1495.26,11-05-2003 00:00,S18_2248
10182,2323.7,11-12-2003 00:00,S18_2248
10193,2491.86,11/21/2003 0:00,S18_2248
10204,1643.12,12-02-2003 00:00,S18_2248
10214,1322.16,1/26/2004 0:00,S18_2248
10227,1423.8,03-02-2004 00:00,S18_2248
10241,2397.45,4/13/2004 0:00,S18_2248
10280,1574,8/17/2004 0:00,S18_2248
10288,1729,09-01-2004 00:00,S18_2248
10303,2255.84,10-06-2004 00:00,S18_2248
10312,1834.5,10/21/2004 0:00,S18_2248
10332,3201.5,11/17/2004 0:00,S18_2248
10344,2276.4,11/25/2004 0:00,S18_2248
10367,8884.8,01-12-2005 00:00,S18_2248
10379,1331.1,02-10-2005 00:00,S18_2248
10407,3051.3,4/22/2005 0:00,S18_2248
10420,2288.52,5/29/2005 0:00,S18_2248
10104,3772.61,1/31/2003 0:00,S18_2319
10114,4164.42,04-01-2003 00:00,S18_2319
10127,6295.95,06-03-2003 00:00,S18_2319
10141,6287.66,08-01-2003 00:00,S18_2319
10151,5412.54,9/21/2003 0:00,S18_2319
10165,5984.14,10/22/2003 0:00,S18_2319
10175,5891.04,11-06-2003 00:00,S18_2319
10184,5984.14,11/14/2003 0:00,S18_2319
10195,3608.15,11/25/2003 0:00,S18_2319
10207,5752.54,12-09-2003 00:00,S18_2319
10229,3765.32,03-11-2004 00:00,S18_2319
10246,2159.96,05-05-2004 00:00,S18_2319
10259,3379.94,6/15/2004 0:00,S18_2319
10271,5093.5,7/20/2004 0:00,S18_2319
10281,5773.44,8/19/2004 0:00,S18_2319
10292,4528.86,09-08-2004 00:00,S18_2319
10305,4816.08,10/13/2004 0:00,S18_2319
10313,3416.78,10/22/2004 0:00,S18_2319
10324,1236.84,11-05-2004 00:00,S18_2319
10334,5814.86,11/19/2004 0:00,S18_2319
10349,5223.48,12-01-2004 00:00,S18_2319
10358,728.4,12-10-2004 00:00,S18_2319
10370,3949,1/20/2005 0:00,S18_2319
10383,3843.99,2/22/2005 0:00,S18_2319
10412,5498.08,05-03-2005 00:00,S18_2319
10425,3777.58,5/31/2005 0:00,S18_2319
10101,3782,01-09-2003 00:00,S18_2325
10110,3859.68,3/18/2003 0:00,S18_2325
10124,4431.84,5/21/2003 0:00,S18_2325
10149,4950.33,09-12-2003 00:00,S18_2325
10162,4299.7,10/18/2003 0:00,S18_2325
10173,4492.83,11-05-2003 00:00,S18_2325
10182,2212,11-12-2003 00:00,S18_2325
10193,4642.88,11/21/2003 0:00,S18_2325
10204,3206.32,12-02-2003 00:00,S18_2325
10214,3604.23,1/26/2004 0:00,S18_2325
10227,7017.76,03-02-2004 00:00,S18_2325
10243,6154.18,4/26/2004 0:00,S18_2325
10280,4750.8,8/17/2004 0:00,S18_2325
10288,3822.92,09-01-2004 00:00,S18_2325
10304,2440.8,10-11-2004 00:00,S18_2325
10312,4729.36,10/21/2004 0:00,S18_2325
10322,12536.5,11-04-2004 00:00,S18_2325
10332,2264.15,11/17/2004 0:00,S18_2325
10344,3928.2,11/25/2004 0:00,S18_2325
10356,3630.22,12-09-2004 00:00,S18_2325
10367,4196.07,01-12-2005 00:00,S18_2325
10380,4931.6,2/16/2005 0:00,S18_2325
10390,3068.69,03-04-2005 00:00,S18_2325
10409,785.64,4/23/2005 0:00,S18_2325
10420,4977,5/29/2005 0:00,S18_2325
10103,1189.98,1/29/2003 0:00,S18_2432
10114,3090.15,04-01-2003 00:00,S18_2432
10126,2795.86,5/28/2003 0:00,S18_2432
10140,2851.54,7/24/2003 0:00,S18_2432
10151,2701.92,9/21/2003 0:00,S18_2432
10165,2204.1,10/22/2003 0:00,S18_2432
10175,2840.48,11-06-2003 00:00,S18_2432
10184,2647.04,11/14/2003 0:00,S18_2432
10194,3172.05,11/25/2003 0:00,S18_2432
10207,2585.93,12-09-2003 00:00,S18_2432
10217,2148.3,02-04-2004 00:00,S18_2432
10229,1667.4,03-11-2004 00:00,S18_2432
10246,1859.7,05-05-2004 00:00,S18_2432
10259,1476.6,6/15/2004 0:00,S18_2432
10271,1732,7/20/2004 0:00,S18_2432
10281,1674.17,8/19/2004 0:00,S18_2432
10291,1500.98,09-08-2004 00:00,S18_2432
10305,2192.68,10/13/2004 0:00,S18_2432
10313,1797.58,10/22/2004 0:00,S18_2432
10322,2142.35,11-04-2004 00:00,S18_2432
10334,2086.92,11/19/2004 0:00,S18_2432
10347,6834.5,11/29/2004 0:00,S18_2432
10357,2541.59,12-10-2004 00:00,S18_2432
10370,2130.92,1/20/2005 0:00,S18_2432
10381,1701.7,2/17/2005 0:00,S18_2432
10391,1694,03-09-2005 00:00,S18_2432
10412,2913.53,05-03-2005 00:00,S18_2432
10425,935.18,5/31/2005 0:00,S18_2432
10106,3073.26,2/17/2003 0:00,S18_2581
10120,2082.49,4/29/2003 0:00,S18_2581
10133,3394.23,6/27/2003 0:00,S18_2581
10145,2559.6,8/25/2003 0:00,S18_2581
10168,1490.16,10/28/2003 0:00,S18_2581
10210,3844,01-12-2004 00:00,S18_2581
10223,4724.91,2/20/2004 0:00,S18_2581
10235,1824.72,04-02-2004 00:00,S18_2581
10250,2668.68,05-11-2004 00:00,S18_2581
10263,2843.61,6/28/2004 0:00,S18_2581
10275,3163.65,7/23/2004 0:00,S18_2581
10284,2226.11,8/21/2004 0:00,S18_2581
10297,2069.75,9/16/2004 0:00,S18_2581
10308,2235.33,10/15/2004 0:00,S18_2581
10318,3116.43,11-02-2004 00:00,S18_2581
10327,4781.7,11-10-2004 00:00,S18_2581
10339,2810.7,11/23/2004 0:00,S18_2581
10353,3515.67,12-04-2004 00:00,S18_2581
10374,2909.34,02-02-2005 00:00,S18_2581
10386,1570.17,03-01-2005 00:00,S18_2581
10398,2613.92,3/30/2005 0:00,S18_2581
10401,3193.26,04-03-2005 00:00,S18_2581
10416,1482.6,05-10-2005 00:00,S18_2581
10107,2055.23,2/24/2003 0:00,S18_2625
10120,2674.9,4/29/2003 0:00,S18_2625
10134,1853.4,07-01-2003 00:00,S18_2625
10145,1490.1,8/25/2003 0:00,S18_2625
10159,2162.16,10-10-2003 00:00,S18_2625
10168,2814.28,10/28/2003 0:00,S18_2625
10180,1605,11-11-2003 00:00,S18_2625
10188,2093.44,11/18/2003 0:00,S18_2625
10201,1944.3,12-01-2003 00:00,S18_2625
10210,1986.8,01-12-2004 00:00,S18_2625
10223,1695.96,2/20/2004 0:00,S18_2625
10236,1281.56,04-03-2004 00:00,S18_2625
10251,1774.22,5/18/2004 0:00,S18_2625
10263,1997.5,6/28/2004 0:00,S18_2625
10275,2353.2,7/23/2004 0:00,S18_2625
10285,981.2,8/27/2004 0:00,S18_2625
10298,1550.72,9/27/2004 0:00,S18_2625
10308,1771.06,10/15/2004 0:00,S18_2625
10318,2213.4,11-02-2004 00:00,S18_2625
10329,5266.04,11/15/2004 0:00,S18_2625
10339,1864.8,11/23/2004 0:00,S18_2625
10362,1142.41,01-05-2005 00:00,S18_2625
10374,1172.6,02-02-2005 00:00,S18_2625
10389,6981,03-03-2005 00:00,S18_2625
10402,3064.6,04-07-2005 00:00,S18_2625
10417,2202.48,5/13/2005 0:00,S18_2625
10101,3773.38,01-09-2003 00:00,S18_2795
10110,5074.39,3/18/2003 0:00,S18_2795
10125,6483.46,5/21/2003 0:00,S18_2795
10139,7956.46,7/16/2003 0:00,S18_2795
10149,4230.62,09-12-2003 00:00,S18_2795
10162,7209.12,10/18/2003 0:00,S18_2795
10173,3452.68,11-05-2003 00:00,S18_2795
10182,3047.73,11-12-2003 00:00,S18_2795
10193,3675.32,11/21/2003 0:00,S18_2795
10205,7492.4,12-03-2003 00:00,S18_2795
10214,9534.5,1/26/2004 0:00,S18_2795
10227,5579.02,03-02-2004 00:00,S18_2795
10244,5950.34,4/29/2004 0:00,S18_2795
10255,3726,06-04-2004 00:00,S18_2795
10280,4455,8/17/2004 0:00,S18_2795
10289,8272.34,09-03-2004 00:00,S18_2795
10304,3577.6,10-11-2004 00:00,S18_2795
10312,3881.25,10/21/2004 0:00,S18_2795
10322,5797.44,11-04-2004 00:00,S18_2795
10332,1264.08,11/17/2004 0:00,S18_2795
10347,4815.3,11/29/2004 0:00,S18_2795
10356,4462.2,12-09-2004 00:00,S18_2795
10367,3033.28,01-12-2005 00:00,S18_2795
10380,990.78,2/16/2005 0:00,S18_2795
10390,2030.86,03-04-2005 00:00,S18_2795
10421,5433.75,5/29/2005 0:00,S18_2795
10109,3157.44,03-10-2003 00:00,S18_2870
10123,5161.2,5/20/2003 0:00,S18_2870
10137,4346.76,07-10-2003 00:00,S18_2870
10148,3528.36,09-11-2003 00:00,S18_2870
10161,3187.8,10/17/2003 0:00,S18_2870
10172,6023.16,11-05-2003 00:00,S18_2870
10181,3884.76,11-12-2003 00:00,S18_2870
10192,4965.84,11/20/2003 0:00,S18_2870
10204,4169.88,12-02-2003 00:00,S18_2870
10212,4910.4,1/16/2004 0:00,S18_2870
10226,3231.36,2/26/2004 0:00,S18_2870
10241,6853.44,4/13/2004 0:00,S18_2870
10253,5177.04,06-01-2004 00:00,S18_2870
10266,2824.8,07-06-2004 00:00,S18_2870
10278,4324.32,08-06-2004 00:00,S18_2870
10287,5052.96,8/30/2004 0:00,S18_2870
10301,3223.44,10-05-2003 00:00,S18_2870
10311,5278.68,10/16/2004 0:00,S18_2870
10321,2851.2,11-04-2004 00:00,S18_2870
10331,1687.4,11/17/2004 0:00,S18_2870
10343,1308,11/24/2004 0:00,S18_2870
10366,6144.6,01-10-2005 00:00,S18_2870
10379,5127.2,02-10-2005 00:00,S18_2870
10407,6386.16,4/22/2005 0:00,S18_2870
10419,7695.6,5/17/2005 0:00,S18_2870
10103,2242.89,1/29/2003 0:00,S18_2949
10112,2539.89,3/24/2003 0:00,S18_2949
10126,2795.27,5/28/2003 0:00,S18_2949
10139,5545.76,7/16/2003 0:00,S18_2949
10150,4285.46,9/19/2003 0:00,S18_2949
10163,3329.09,10/20/2003 0:00,S18_2949
10174,5592.22,11-06-2003 00:00,S18_2949
10183,3298.55,11/13/2003 0:00,S18_2949
10193,2609.88,11/21/2003 0:00,S18_2949
10206,3336.29,12-05-2003 00:00,S18_2949
10215,5510.05,1/29/2004 0:00,S18_2949
10228,2504.4,03-10-2004 00:00,S18_2949
10244,3525.6,4/29/2004 0:00,S18_2949
10257,4407,6/14/2004 0:00,S18_2949
10270,2983.44,7/19/2004 0:00,S18_2949
10280,5126.24,8/17/2004 0:00,S18_2949
10291,5713.79,09-08-2004 00:00,S18_2949
10304,4613.8,10-11-2004 00:00,S18_2949
10312,3711.1,10/21/2004 0:00,S18_2949
10322,3524.73,11-04-2004 00:00,S18_2949
10333,2795.27,11/18/2004 0:00,S18_2949
10347,4814.4,11/29/2004 0:00,S18_2949
10357,3572.33,12-10-2004 00:00,S18_2949
10369,4581.36,1/20/2005 0:00,S18_2949
10381,4319.76,2/17/2005 0:00,S18_2949
10391,1448,03-09-2005 00:00,S18_2949
10423,881.4,5/30/2005 0:00,S18_2949
10103,2011.1,1/29/2003 0:00,S18_2957
10111,1801.24,3/25/2003 0:00,S18_2957
10126,3390.2,5/28/2003 0:00,S18_2957
10139,1424,7/16/2003 0:00,S18_2957
10150,1499.1,9/19/2003 0:00,S18_2957
10163,3358.08,10/20/2003 0:00,S18_2957
10173,1504.16,11-05-2003 00:00,S18_2957
10183,2655.12,11/13/2003 0:00,S18_2957
10193,1244.16,11/21/2003 0:00,S18_2957
10206,1888.88,12-05-2003 00:00,S18_2957
10215,1820.01,1/29/2004 0:00,S18_2957
10228,2866.95,03-10-2004 00:00,S18_2957
10244,1394.16,4/29/2004 0:00,S18_2957
10257,2632.28,6/14/2004 0:00,S18_2957
10269,2018.56,7/16/2004 0:00,S18_2957
10280,2954.53,8/17/2004 0:00,S18_2957
10291,1871.83,09-08-2004 00:00,S18_2957
10304,1559.04,10-11-2004 00:00,S18_2957
10312,1880.2,10/21/2004 0:00,S18_2957
10322,1224.67,11-04-2004 00:00,S18_2957
10332,2979.08,11/17/2004 0:00,S18_2957
10347,2208.64,11/29/2004 0:00,S18_2957
10357,3458.42,12-10-2004 00:00,S18_2957
10369,1237.88,1/20/2005 0:00,S18_2957
10381,2723.2,2/17/2005 0:00,S18_2957
10392,2218.52,03-10-2005 00:00,S18_2957
10423,1665.32,5/30/2005 0:00,S18_2957
10106,3421.04,2/17/2003 0:00,S18_3029
10119,1878.66,4/28/2003 0:00,S18_3029
10130,3853.6,6/16/2003 0:00,S18_3029
10143,3442.64,08-10-2003 00:00,S18_3029
10155,3482.16,10-06-2003 00:00,S18_3029
10167,3363.52,10/23/2003 0:00,S18_3029
10178,3350.52,11-08-2003 00:00,S18_3029
10186,2862.72,11/14/2003 0:00,S18_3029
10197,4036.04,11/26/2003 0:00,S18_3029
10209,2817.92,01-09-2004 00:00,S18_3029
10222,4636.38,2/19/2004 0:00,S18_3029
10248,1553.58,05-07-2004 00:00,S18_3029
10262,2697.6,6/24/2004 0:00,S18_3029
10273,3334.04,7/21/2004 0:00,S18_3029
10283,2059.26,8/20/2004 0:00,S18_3029
10296,2023.14,9/15/2004 0:00,S18_3029
10307,2586.64,10/14/2004 0:00,S18_3029
10316,1987.02,11-01-2004 00:00,S18_3029
10327,1146.5,11-10-2004 00:00,S18_3029
10338,2312.24,11/22/2004 0:00,S18_3029
10350,2793.71,12-02-2004 00:00,S18_3029
10373,1908.28,1/31/2005 0:00,S18_3029
10386,3441.37,03-01-2005 00:00,S18_3029
10398,2023.28,3/30/2005 0:00,S18_3029
10400,2245.2,04-01-2005 00:00,S18_3029
10414,3255.12,05-06-2005 00:00,S18_3029
10103,2539.5,1/29/2003 0:00,S18_3136
10111,4818.15,3/25/2003 0:00,S18_3136
10126,2921.7,5/28/2003 0:00,S18_3136
10139,1801.2,7/16/2003 0:00,S18_3136
10150,2804.36,9/19/2003 0:00,S18_3136
10163,4900.8,10/20/2003 0:00,S18_3136
10173,2759.31,11-05-2003 00:00,S18_3136
10183,2488.2,11/13/2003 0:00,S18_3136
10193,2769.89,11/21/2003 0:00,S18_3136
10206,3581.4,12-05-2003 00:00,S18_3136
10215,5285.14,1/29/2004 0:00,S18_3136
10228,3181.53,03-10-2004 00:00,S18_3136
10244,3340.51,4/29/2004 0:00,S18_3136
10257,3138.34,6/14/2004 0:00,S18_3136
10270,4775.08,7/19/2004 0:00,S18_3136
10280,3006.43,8/17/2004 0:00,S18_3136
10291,2866.26,09-08-2004 00:00,S18_3136
10304,2232.62,10-11-2004 00:00,S18_3136
10312,4457.02,10/21/2004 0:00,S18_3136
10322,2257.92,11-04-2004 00:00,S18_3136
10332,1592,11/17/2004 0:00,S18_3136
10347,4948.2,11/29/2004 0:00,S18_3136
10357,5160.76,12-10-2004 00:00,S18_3136
10369,1978.62,1/20/2005 0:00,S18_3136
10381,4288.2,2/17/2005 0:00,S18_3136
10392,2520.68,03-10-2005 00:00,S18_3136
10423,1781.22,5/30/2005 0:00,S18_3136
10105,3065.04,02-11-2003 00:00,S18_3140
10117,3551.34,4/16/2003 0:00,S18_3140
10128,5544.02,06-06-2003 00:00,S18_3140
10142,6034.33,08-08-2003 00:00,S18_3140
10153,3641.57,9/28/2003 0:00,S18_3140
10166,6930.74,10/21/2003 0:00,S18_3140
10177,3675.63,11-07-2003 00:00,S18_3140
10185,3442.04,11/14/2003 0:00,S18_3140
10196,6893.81,11/26/2003 0:00,S18_3140
10208,2622.48,01-02-2004 00:00,S18_3140
10221,4417.38,2/18/2004 0:00,S18_3140
10232,3606.02,3/20/2004 0:00,S18_3140
10248,3802.56,05-07-2004 00:00,S18_3140
10273,5026.4,7/21/2004 0:00,S18_3140
10282,6695.53,8/20/2004 0:00,S18_3140
10293,2819.28,09-09-2004 00:00,S18_3140
10306,3759.04,10/14/2004 0:00,S18_3140
10314,2731.8,10/22/2004 0:00,S18_3140
10325,1658.88,11-05-2004 00:00,S18_3140
10336,5778.24,11/20/2004 0:00,S18_3140
10350,5191.12,12-02-2004 00:00,S18_3140
10372,3862.88,1/26/2005 0:00,S18_3140
10383,1476.48,2/22/2005 0:00,S18_3140
10396,5273.73,3/23/2005 0:00,S18_3140
10414,4872.03,05-06-2005 00:00,S18_3140
10104,4556.99,1/31/2003 0:00,S18_3232
10109,8257,03-10-2003 00:00,S18_3232
10114,8209.44,04-01-2003 00:00,S18_3232
10122,3598.5,05-08-2003 00:00,S18_3232
10127,3837.24,06-03-2003 00:00,S18_3232
10136,8331.61,07-04-2003 00:00,S18_3232
10141,4836.5,08-01-2003 00:00,S18_3232
10148,5418.88,09-11-2003 00:00,S18_3232
10151,3734.01,9/21/2003 0:00,S18_3232
10160,3996.4,10-11-2003 00:00,S18_3232
10165,8754.69,10/22/2003 0:00,S18_3232
10171,5481.45,11-05-2003 00:00,S18_3232
10175,4419.89,11-06-2003 00:00,S18_3232
10181,6324.75,11-12-2003 00:00,S18_3232
10184,4409.72,11/14/2003 0:00,S18_3232
10192,3918.46,11/20/2003 0:00,S18_3232
10195,7620.5,11/25/2003 0:00,S18_3232
10203,8291.04,12-02-2003 00:00,S18_3232
10207,3937.25,12-09-2003 00:00,S18_3232
10212,5554.4,1/16/2004 0:00,S18_3232
10225,6407.86,2/22/2004 0:00,S18_3232
10229,4172.52,03-11-2004 00:00,S18_3232
10239,7083.37,04-12-2004 00:00,S18_3232
10246,7132.68,05-05-2004 00:00,S18_3232
10253,6773.6,06-01-2004 00:00,S18_3232
10259,3657.69,6/15/2004 0:00,S18_3232
10266,4812.55,07-06-2004 00:00,S18_3232
10271,3928.6,7/20/2004 0:00,S18_3232
10278,6401.22,08-06-2004 00:00,S18_3232
10281,4191.25,8/19/2004 0:00,S18_3232
10287,5852.52,8/30/2004 0:00,S18_3232
10292,2844.87,09-08-2004 00:00,S18_3232
10301,4011.66,10-05-2003 00:00,S18_3232
10305,7455.87,10/13/2004 0:00,S18_3232
10310,8940.96,10/16/2004 0:00,S18_3232
10313,4572.25,10/22/2004 0:00,S18_3232
10321,5700.09,11-04-2004 00:00,S18_3232
10324,3155.49,11-05-2004 00:00,S18_3232
10331,4170.69,11/17/2004 0:00,S18_3232
10334,2878.8,11/19/2004 0:00,S18_3232
10342,5029.5,11/24/2004 0:00,S18_3232
10349,7396.8,12-01-2004 00:00,S18_3232
10358,2991.68,12-10-2004 00:00,S18_3232
10366,6275.72,01-10-2005 00:00,S18_3232
10370,1534.95,1/20/2005 0:00,S18_3232
10377,7264.53,02-09-2005 00:00,S18_3232
10383,6869.05,2/22/2005 0:00,S18_3232
10394,3353.02,3/15/2005 0:00,S18_3232
10405,8289.05,4/14/2005 0:00,S18_3232
10412,11887.8,05-03-2005 00:00,S18_3232
10419,5926.9,5/17/2005 0:00,S18_3232
10425,3793.16,5/31/2005 0:00,S18_3232
10105,4330.1,02-11-2003 00:00,S18_3259
10117,2011.8,4/16/2003 0:00,S18_3259
10128,4837.18,06-06-2003 00:00,S18_3259
10142,2151.82,08-08-2003 00:00,S18_3259
10153,2573.46,9/28/2003 0:00,S18_3259
10165,5344.5,10/22/2003 0:00,S18_3259
10177,3070.52,11-07-2003 00:00,S18_3259
10185,3952.83,11/14/2003 0:00,S18_3259
10196,3564.75,11/26/2003 0:00,S18_3259
10208,5614.56,01-02-2004 00:00,S18_3259
10221,1855.41,2/18/2004 0:00,S18_3259
10232,4598.4,3/20/2004 0:00,S18_3259
10248,5082.42,05-07-2004 00:00,S18_3259
10273,5450.59,7/21/2004 0:00,S18_3259
10282,4174.92,8/20/2004 0:00,S18_3259
10293,2418.24,09-09-2004 00:00,S18_3259
10306,3670.4,10/14/2004 0:00,S18_3259
10314,2481.7,10/22/2004 0:00,S18_3259
10326,3807.68,11-09-2004 00:00,S18_3259
10336,2230.41,11/20/2004 0:00,S18_3259
10350,3814.64,12-02-2004 00:00,S18_3259
10372,2117.75,1/26/2005 0:00,S18_3259
10383,3340.48,2/22/2005 0:00,S18_3259
10396,2154,3/23/2005 0:00,S18_3259
10414,5808.48,05-06-2005 00:00,S18_3259
10108,1777.1,03-03-2003 00:00,S18_3278
10122,1536.57,05-08-2003 00:00,S18_3278
10135,3510,07-02-2003 00:00,S18_3278
10147,3097.44,09-05-2003 00:00,S18_3278
10159,1705.41,10-10-2003 00:00,S18_3278
10169,2264.32,11-04-2003 00:00,S18_3278
10181,2484.6,11-12-2003 00:00,S18_3278
10191,3415.68,11/20/2003 0:00,S18_3278
10203,2839.32,12-02-2003 00:00,S18_3278
10211,2730,1/15/2004 0:00,S18_3278
10225,3540.53,2/22/2004 0:00,S18_3278
10238,2999.97,04-09-2004 00:00,S18_3278
10252,1527.8,5/26/2004 0:00,S18_3278
10265,3907.8,07-02-2004 00:00,S18_3278
10276,2658.48,08-02-2004 00:00,S18_3278
10287,3042.68,8/30/2004 0:00,S18_3278
10300,3861.2,10-04-2003 00:00,S18_3278
10310,2171.07,10/16/2004 0:00,S18_3278
10319,3403.08,11-03-2004 00:00,S18_3278
10329,2245.8,11/15/2004 0:00,S18_3278
10342,1668.5,11/24/2004 0:00,S18_3278
10363,2773.8,01-06-2005 00:00,S18_3278
10378,2464,02-10-2005 00:00,S18_3278
10390,5491.6,03-04-2005 00:00,S18_3278
10103,4791.82,1/29/2003 0:00,S18_3320
10111,4178.85,3/25/2003 0:00,S18_3320
10126,3128.92,5/28/2003 0:00,S18_3320
10139,3095.4,7/16/2003 0:00,S18_3320
10149,3958.5,09-12-2003 00:00,S18_3320
10163,4991.44,10/20/2003 0:00,S18_3320
10173,2761.96,11-05-2003 00:00,S18_3320
10182,2848.23,11-12-2003 00:00,S18_3320
10193,2539.84,11/21/2003 0:00,S18_3320
10206,2444.4,12-05-2003 00:00,S18_3320
10215,4555.92,1/29/2004 0:00,S18_3320
10227,3666.96,03-02-2004 00:00,S18_3320
